"","ENSEML_ID.biotype.symbol","X553C2","X3113C4","iPS1_dup","X690C5","iPS1","iPSC6","iPSC2_dup","iPSC2","iPSC5","X22q1115","X22q1115_dup","X1220C2","X1804","X22q1110C5","X22q1130","X22q1130_dup","X22q1160","X537","X1275C9","FoldChange","p.value"
"3586","ENSG00000115145.5|protein_coding|STAM2",12.0923,12.3776,14.2919,13.3928,10.9453,14.2591,11.6262,10.2965,11.4001,11.2585,15.1234,17.942,12.5904,13.0189,12.0073,16.9017,18.7589,14.5678,13.8025,1.18695449477692,0.027740895293968
"3627","ENSG00000115368.5|protein_coding|WDR75",20.3622,17.1148,25.8304,22.8484,24.4831,23.8614,19.7569,22.8093,21.4694,24.7007,27.6135,27.0125,22.6978,21.5028,30.046,24.3672,26.8131,22.1245,21.3281,1.12516466795174,0.0479033181192539
"3636","ENSG00000115457.5|protein_coding|IGFBP2",180.31,359.473,342.316,253.853,297.442,439.139,177.61,200.968,271.093,245.276,418.96,589.825,273.701,332.577,599.116,627.043,692.865,195.433,392.845,1.5585087090497,0.028229246440479
"3647","ENSG00000115524.10|protein_coding|SF3B1",198.349,183.171,201.861,170.178,222.284,199.374,196.174,184.829,190.711,210.314,237.122,281.415,205.881,211.651,259.189,213.991,235.028,188.55,183.278,1.14702704342644,0.0207150800472339
"3699","ENSG00000115970.14|protein_coding|THADA",6.85912,6.54056,6.46838,6.53533,8.66409,7.2528,6.58217,5.11249,6.32333,5.45825,5.89751,5.42089,5.68277,5.86731,5.62152,5.95261,6.03303,4.7798,5.4572,0.837839749134339,0.00816435298426541
"3752","ENSG00000116473.10|protein_coding|RAP1A",25.82,24.1672,30.3002,26.3966,23.5287,23.6098,24.5939,22.1903,26.1384,26.9172,24.1106,31.0936,28.1931,26.6522,24.3396,32.2279,36.024,29.3091,26.9564,1.13449565172522,0.0290425421121354
"3785","ENSG00000116717.7|protein_coding|GADD45A",18.0429,14.0338,11.4953,16.3984,6.48243,21.627,15.1156,8.92529,32.908,27.6788,29.2827,39.3974,32.7466,14.083,14.4938,17.5437,44.0016,16.9662,17.9337,1.5770307426005,0.0456042400389126
"3822","ENSG00000116984.8|protein_coding|MTR",6.08156,6.06545,8.08581,6.79847,6.84391,7.73297,5.83601,5.39569,6.78797,7.33437,8.0709,11.432,6.9403,8.22474,11.6338,13.2548,9.02858,5.5853,7.31939,1.34067848172934,0.0188878875079668
"3852","ENSG00000117298.10|protein_coding|ECE1",8.84917,11.7696,12.116,10.2126,7.21209,15.062,12.2182,12.8022,15.1037,15.0341,16.2836,7.16869,13.4908,19.6568,22.4732,14.3161,13.1184,17.0352,12.6291,1.29179996764932,0.047076944667549
"3853","ENSG00000117305.10|protein_coding|HMGCL",12.8592,13.3043,12.1195,10.752,10.5982,11.9731,10.1243,14.1075,12.8807,12.5107,12.5738,15.1488,12.2231,13.6664,17.4683,13.4388,13.5531,12.1318,12.8874,1.12254715835716,0.0459481649685693
"3870","ENSG00000117475.9|protein_coding|BLZF1",8.19799,7.62389,8.62065,7.76059,8.94782,7.73411,8.8276,7.1895,7.89024,7.88298,7.57664,9.68762,8.2058,8.40358,9.8123,9.23843,10.4604,9.31099,8.47294,1.10102872017253,0.0364740125700506
"3910","ENSG00000117859.14|protein_coding|OSBPL9",44.5548,40.6252,31.5445,35.6794,33.5086,29.048,39.9394,37.1954,39.6986,37.1797,34.0992,42.5488,40.7825,44.3542,48.9633,45.2983,45.4596,46.1253,35.2099,1.139317871727,0.038032089639177
"3937","ENSG00000118276.7|protein_coding|B4GALT6",6.91968,5.81867,7.82029,5.11814,5.34642,8.26391,8.14465,7.90882,7.46426,7.96698,6.89967,12.0221,6.11406,11.4837,13.822,10.8723,9.49143,5.69369,7.87678,1.32184779071167,0.0364068239609761
"3960","ENSG00000118557.11|protein_coding|PMFBP1",1.34499,0.92773,1.28566,1.20643,1.65035,1.53147,1.61785,1.87855,1.19228,2.50956,2.46534,1.26962,1.38898,2.00765,3.52582,2.33265,1.86061,0.724982,1.77405,1.41455459343696,0.0497059085554024
"3987","ENSG00000118985.10|protein_coding|ELL2",1.65998,1.37551,3.44033,2.08309,2.61691,1.75153,1.90196,1.45608,2.07125,2.53393,2.66914,4.63532,1.70939,2.6438,5.2373,7.92147,5.83387,1.50913,2.37139,1.8172315848652,0.0362498483328143
"4019","ENSG00000119421.5|protein_coding|NDUFA8",41.0333,31.3273,35.2032,41.3025,40.7514,38.8821,33.5733,43.5262,39.0497,38.3928,36.4352,28.4123,37.1984,33.4065,28.8881,34.0174,31.2021,36.2849,35.3821,0.886866986412263,0.0241854292030522
"4021","ENSG00000119446.9|protein_coding|RBM18",13.5255,12.4357,13.0122,14.5674,13.1137,13.5255,15.2811,14.5153,13.329,13.8469,11.403,10.6034,13.3454,12.8571,9.91097,11.9203,10.3446,14.0545,13.441,0.888480577492957,0.0177632676803228
"4053","ENSG00000119689.10|protein_coding|DLST",36.9015,35.861,38.0811,38.1233,32.8906,37.8803,34.3899,35.3176,39.851,38.1752,46.1844,35.0056,39.2807,37.0235,42.888,45.7729,44.4056,35.2664,36.9641,1.09588161178853,0.0403612851749512
"4122","ENSG00000120314.14|protein_coding|WDR55",10.8427,11.1578,11.0348,9.23449,11.946,10.6087,12.0567,9.68152,9.08292,10.9882,12.9089,10.7714,11.8898,12.1126,11.4968,12.0807,13.8566,11.8965,10.5971,1.11598135743369,0.0204321654220264
"4123","ENSG00000120318.11|protein_coding|ARAP3",12.4557,6.59763,8.48737,5.72971,2.22845,8.51137,10.4422,5.24098,10.1684,6.95692,5.95664,24.3567,10.4915,12.6363,14.4274,16.5711,19.1306,7.83927,8.06127,1.62871431473075,0.0409117134249702
"4193","ENSG00000121005.4|protein_coding|CRISPLD1",43.6609,18.9199,41.8146,22.7167,30.6364,46.6225,27.7436,30.9856,38.0529,32.2764,39.7367,52.3526,23.7075,57.2325,55.0165,89.4928,69.6529,38.7578,37.7804,1.48232075313188,0.0363966451475634
"4287","ENSG00000122376.7|protein_coding|FAM35A",6.53918,7.15731,7.82974,6.42073,5.66078,7.33519,6.6357,5.81017,5.40199,7.20077,8.35867,8.85087,7.19494,7.50715,8.42903,8.51132,10.6141,6.29919,7.15167,1.22648358697,0.00631941436551844
"4289","ENSG00000122386.6|protein_coding|ZNF205",12.8134,10.1583,11.0072,11.3834,10.6565,11.6821,13.9074,14.266,12.4568,10.6538,9.76474,9.18621,11.4638,11.3023,10.3403,8.685,9.55968,13.4386,10.0328,0.867567180615723,0.0242988396348044
"4295","ENSG00000122477.8|protein_coding|LRRC39",1.8253,0.938983,0.673968,1.81463,1.49244,2.60204,1.78185,0.85254,1.58227,2.06402,2.68698,1.5642,2.20816,2.37404,2.63515,1.13757,1.73724,1.82348,2.4185,1.37012512734977,0.0447780086394276
"4324","ENSG00000122692.7|protein_coding|SMU1",23.3824,18.0952,24.7851,22.6358,21.245,21.3453,15.3268,22.2578,22.0512,24.8756,28.2024,19.994,25.4757,26.1182,26.645,26.5681,25.2221,22.9195,19.6443,1.15682863430453,0.0214737056099726
"4370","ENSG00000123154.7|protein_coding|WDR83",12.8866,10.9373,12.2088,10.077,13.0144,11.794,14.1301,11.9587,12.1774,11.6173,10.2224,7.76659,11.1133,12.4795,11.9533,8.27225,9.48738,11.8148,10.5845,0.868075245250462,0.0232853502022679
"4410","ENSG00000123595.5|protein_coding|RAB9A",11.8022,10.3656,12.737,9.21184,9.12868,10.8838,11.7715,10.2474,12.2508,12.291,8.54575,19.3702,14.8369,11.4763,14.1027,17.2554,13.7524,14.0621,17.5283,1.30996433697071,0.00902967917326733
"4445","ENSG00000124164.11|protein_coding|VAPB",17.6428,19.5602,22.5222,20.1294,22.5397,20.8002,21.3418,21.3304,20.1266,22.162,27.4342,22.8305,22.1746,21.9409,23.0153,29.4089,29.7084,21.9853,21.3123,1.17087637027785,0.00945443237538321
"4452","ENSG00000124198.8|protein_coding|ARFGEF2",6.47887,6.93951,7.08165,6.99085,6.10538,7.24388,6.72986,7.30864,6.27899,6.28233,7.0355,8.38582,7.1749,8.87687,7.75969,8.09112,9.3339,6.34699,7.02188,1.12296863040638,0.0369713359354392
"4468","ENSG00000124257.6|protein_coding|NEURL2",1.93654,2.02144,3.54866,2.3998,3.77195,2.48285,2.85996,2.14451,2.36183,2.23565,1.48215,0.932312,1.71731,1.75648,1.25756,1.21376,1.18837,2.5728,1.83727,0.619456849292361,0.00226944269621868
"4483","ENSG00000124444.11|protein_coding|ZNF576",6.93185,6.29405,7.17105,8.79759,7.58737,7.18036,8.42746,7.65976,7.32101,6.52599,7.59971,5.33401,7.37652,6.80821,5.91147,5.12462,6.91798,7.17295,6.74666,0.875254124579749,0.0207422186690862
"4487","ENSG00000124486.7|protein_coding|USP9X",28.709,29.8749,29.2336,30.7791,20.036,29.7296,27.378,26.7389,28.7705,25.6188,27,40.3756,43.6057,29.35,70.6594,42.8124,30.5191,29.8547,44.4837,1.37652541536385,0.0377022284295881
"4814","ENSG00000128185.5|protein_coding|DGCR6L",16.9678,20.665,28.5316,22.2712,27.8458,21.4645,20.1996,27.4198,20.4568,10.2737,12.7531,8.71337,11.6875,10.295,7.06535,14.5056,10.8437,12.7013,13.8034,0.492550693049969,5.77366063973644e-06
"4815","ENSG00000128191.9|protein_coding|DGCR8",22.3886,27.8846,28.9741,24.2825,33.058,26.0287,29.5914,24.1442,26.7155,18.6492,17.0527,15.027,15.4733,16.4593,15.893,17.2945,14.9165,14.8109,15.2828,0.595609122729644,2.59677881554249e-06
"4888","ENSG00000128918.10|protein_coding|ALDH1A2",0.877687,0.985828,2.01113,0.599899,0.642483,4.61459,1.34044,0.930927,1.84519,2.06035,7.79374,9.40498,1.30043,1.19724,0.722251,5.34694,10.5841,1.34532,3.42254,2.80615349720476,0.0475974771011378
"4925","ENSG00000129317.10|protein_coding|PUS7L",6.73687,6.19819,6.77825,7.05115,5.76208,5.91607,6.73843,5.16277,4.86976,5.11229,6.36735,7.69602,5.8836,7.10863,8.63091,8.30191,7.26977,7.26195,7.64951,1.16191990483499,0.033025084573525
"5003","ENSG00000130227.12|protein_coding|XPO7",31.45,30.3554,28.128,28.4346,29.4707,30.4092,29.9073,29.4176,29.1362,30.7874,32.259,30.9965,31.2638,31.2622,33.59,36.1279,29.2808,28.8216,30.0261,1.06098320641598,0.0333312713829059
"5061","ENSG00000130649.5|protein_coding|CYP2E1",1.52592,2.17482,3.47242,0.394547,3.07752,2.1575,2.25873,2.4162,2.23311,2.39004,1.92989,5.82622,3.12291,2.54328,2.39036,3.67314,3.19128,3.80364,2.86072,1.44886964571191,0.0455908377795496
"5209","ENSG00000131791.6|protein_coding|PRKAB2",13.4054,10.6852,13.3294,11.1192,14.6082,13.5396,12.4216,13.7345,14.1638,14.2561,12.0805,15.7913,15.3502,13.9281,18.3423,17.7016,22.0275,13.8616,14.6191,1.21499219276812,0.0159696026365272
"5229","ENSG00000132000.7|protein_coding|PODNL1",3.15196,2.31968,3.38197,0.924939,1.57745,0.561707,1.96732,2.63913,1.47848,2.16306,4.11922,6.95248,1.29263,3.43027,4.5695,12.4459,6.96276,1.62358,3.73854,2.36455072468276,0.0317731407540165
"5235","ENSG00000132016.7|protein_coding|C19orf57",4.00144,6.39196,6.57022,5.8188,6.49168,4.98851,6.81065,6.8651,6.31345,6.08409,4.57735,4.77442,6.11952,4.9227,1.72606,5.26788,4.26928,6.46217,4.05441,0.800564847513843,0.0391445003478128
"5256","ENSG00000132286.7|protein_coding|TIMM10B",15.4146,13.9709,15.1888,14.8315,13.9385,18.1642,15.784,14.9698,13.3333,16.5491,19.4638,17.3358,14.7626,18.7301,20.345,17.3088,19.191,12.6089,14.7921,1.13557136072262,0.0404788730154011
"5276","ENSG00000132394.6|protein_coding|EEFSEC",7.53374,8.44698,10.0545,8.89798,7.74033,7.57418,8.46474,9.03399,9.17588,7.61066,7.69951,7.3734,8.49821,6.09637,4.09679,7.62036,6.2528,9.52477,7.85531,0.849758067619385,0.0335856475588679
"5279","ENSG00000132423.6|protein_coding|COQ3",7.12962,6.87364,5.36503,6.38698,6.23774,5.697,7.29849,5.69363,7.48461,6.03034,5.98787,3.82033,5.45515,7.34187,4.06513,3.88433,3.83678,6.0686,6.17786,0.814923339351664,0.0238327642505076
"5312","ENSG00000132623.10|protein_coding|ANKEF1",1.46166,1.70202,1.11703,1.99502,1.72964,0.845851,1.17492,1.18327,1.34387,1.44655,0.742997,2.3899,1.86554,1.71098,1.88787,2.59153,2.06432,1.4221,2.58603,1.3412457906423,0.0460446710586659
"5331","ENSG00000132763.10|protein_coding|MMACHC",3.67053,3.33613,3.08405,3.61647,3.58399,3.2423,3.41708,3.4495,2.96302,3.20453,3.29798,2.46298,2.70445,3.90109,3.01411,2.83885,2.74283,2.383,2.57749,0.86337050238991,0.0149111027457238
"5372","ENSG00000133101.5|protein_coding|CCNA1",3.27106,2.66513,2.5652,1.89135,2.00917,1.27755,1.80753,2.48482,2.61688,2.05666,0.529016,0.489846,1.98379,2.96757,2.0843,1.17782,0.988587,1.72566,1.80604,0.69107651336729,0.039212475237967
"5420","ENSG00000133665.8|protein_coding|DYDC2",2.48755,1.66463,0.45945,1.23898,1.18744,0.816191,1.77331,2.6275,2.52411,0.753173,0.179614,0.395088,1.28501,1.39556,1.0675,0.509251,0.475445,1.57672,1.06664,0.530043681099353,0.0239593959924249
"5448","ENSG00000133983.10|protein_coding|COX16",33.713,29.3175,29.3847,33.6375,25.0312,26.4239,30.3332,34.2299,29.474,29.1672,24.2674,23.4228,26.0956,30.5426,24.8839,21.9106,24.2031,28.951,27.3225,0.864277067991334,0.00983563382977248
"5558","ENSG00000134852.10|protein_coding|CLOCK",4.99175,5.3031,5.85835,5.51128,4.85767,5.62509,5.27277,4.58039,5.23899,4.89509,6.74882,5.40161,5.83127,5.25136,8.28864,6.41076,8.23552,5.16519,6.52416,1.19555265214051,0.0282834244695022
"5859","ENSG00000136856.13|protein_coding|SLC2A8",10.2643,13.8957,12.6012,6.53429,9.6268,12.7229,8.56654,11.5771,10.2474,11.9447,18.4455,25.0762,10.3755,14.8807,13.7419,10.9232,12.7952,9.53588,14.4537,1.33236417131326,0.0498184571389093
"5892","ENSG00000136986.5|protein_coding|DERL1",25.2295,23.5172,31.1087,28.63,26.3585,34.0953,26.4883,22.8093,24.4593,28.6526,38.2749,39.1082,26.0574,31.2291,29.149,42.2513,41.8194,25.7271,31.4217,1.23743904413792,0.0165938687368313
"5962","ENSG00000137502.5|protein_coding|RAB30",7.33879,7.74966,9.23907,7.76367,9.83221,7.52659,8.11478,11.7096,8.71803,8.2254,9.97253,11.1838,10.7475,10.4301,6.02134,16.9781,16.0786,12.3437,12.3061,1.31882661643955,0.031493304931839
"5983","ENSG00000137713.11|protein_coding|PPP2R1B",24.192,13.904,14.1644,16.9947,12.3285,13.3265,19.5186,11.6818,17.1226,18.6457,23.3811,29.2104,19.4267,31.028,73.476,34.4165,29.082,16.7662,13.1779,1.81347363144413,0.042567977333797
"6059","ENSG00000138134.7|protein_coding|STAMBPL1",1.83254,2.3502,2.36989,2.36073,2.92816,5.27364,2.82289,5.52806,4.77365,3.25285,3.12271,1.40167,1.95998,1.69005,1.61105,2.21146,1.4891,1.31966,2.50466,0.612004559559997,0.0292665529075826
"6191","ENSG00000139160.9|protein_coding|METTL20",1.23491,1.18522,1.73514,1.33205,2.08137,0.880557,1.65571,1.74056,1.49014,0.912702,0.715869,0.97739,1.10377,1.30267,0.883223,1.38501,0.930983,1.34144,1.21647,0.726816406570745,0.0127881916641603
"6249","ENSG00000139624.8|protein_coding|CERS5",45.6595,44.67,39.4562,54.0537,43.9608,39.8026,56.4279,68.4934,57.812,41.7695,37.7675,31.9491,41.8385,40.6122,35.5273,39.1269,45.9859,53.3685,48.3369,0.831943230844696,0.0451333546090212
"6322","ENSG00000140365.11|protein_coding|COMMD4",29.275,39.0119,44.8635,44.189,37.5425,26.8438,28.6756,35.8061,34.8955,33.6902,34.1069,29.1987,34.2374,28.9955,27.6031,24.8728,31.1192,28.7522,28.3651,0.843489703767858,0.0387905534214253
"6370","ENSG00000140718.14|protein_coding|FTO",42.352,37.7973,37.5074,42.0411,46.5999,40.5363,40.1395,48.1567,44.1783,42.4237,36.7161,36.9972,32.4662,39.2653,29.8787,39.4179,39.4369,37.9291,42.4992,0.894594426436529,0.0216576354174651
"6403","ENSG00000141026.4|protein_coding|MED9",10.471,11.0363,9.40397,9.25033,9.64623,9.29691,9.99876,11.1631,9.74315,9.84902,9.42488,8.15473,9.55993,9.66212,9.96687,8.26811,7.79569,10.0245,9.44448,0.921403481289527,0.0411224887285229
"6472","ENSG00000141564.9|protein_coding|RPTOR",10.1138,8.95352,9.62569,8.28705,10.4922,9.90708,10.1302,10.1604,9.50009,8.93133,9.75194,7.45132,9.05196,10.8511,7.65219,8.38272,8.6101,8.77604,8.40378,0.907149303493414,0.0335751403971173
"6506","ENSG00000141873.6|protein_coding|SLC39A3",18.5888,23.1858,21.7703,19.977,21.7122,18.2392,20.523,27.6831,17.9312,18.4159,18.993,17.0811,16.8558,17.9164,11.5459,16.3133,16.931,18.2909,19.3009,0.814721223391519,0.00668598973119038
"6521","ENSG00000142089.11|protein_coding|IFITM3",49.3458,7.80267,109.824,24.7645,55.0802,95.5058,41.4559,71.7341,28.2879,47.6234,125.206,195.794,21.2779,37.5449,121.689,130.681,166.519,77.541,130.325,1.96109833370081,0.0286537493823959
"6565","ENSG00000142627.9|protein_coding|EPHA2",6.87787,6.02286,3.30658,6.48092,3.59816,6.55989,10.3321,5.29403,6.90339,7.86868,6.43511,8.74744,6.07678,11.9971,12.0357,12.8468,14.2216,3.05277,6.73971,1.46308533691613,0.0499635669283544
"6566","ENSG00000142632.11|protein_coding|ARHGEF19",5.30281,2.99976,8.28988,4.99558,3.67394,4.46289,5.36928,4.02609,2.9925,5.18276,8.91619,11.5195,6.45258,6.90642,6.36083,10.413,12.8389,2.23336,5.02129,1.62089579564184,0.0270781064908317
"6611","ENSG00000143158.6|protein_coding|MPC2",27.2075,24.7026,22.915,28.7859,22.6775,21.6434,22.7588,29.8147,23.971,22.4289,21.0057,19.3513,20.6234,27.4539,20.094,21.9919,17.2275,24.6989,23.4092,0.875175430468415,0.0332979845495191
"6691","ENSG00000143549.15|protein_coding|TPM3",108.564,106.204,91.5667,115.665,102.453,110.611,104.317,83.7484,104.445,116.882,140.95,115.467,113.682,110.124,145.696,135.349,126.652,109.466,103.857,1.18191366059057,0.00422726800226169
"6708","ENSG00000143641.8|protein_coding|GALNT2",34.8278,37.6221,54.8391,35.5939,38.7394,41.3007,32.0631,19.1709,37.451,36.2305,52.5008,64.9513,41.2681,34.719,46.8264,71.8594,69.8494,29.838,50.7023,1.35361836867627,0.0357634522650311
"6864","ENSG00000144848.6|protein_coding|ATG3",18.5788,18.723,21.2883,18.7831,20.7803,18.8889,16.8584,18.6158,20.9732,17.536,14.9655,17.9328,18.0716,15.8808,17.4683,17.5332,18.2243,20.7152,16.2791,0.905794576972249,0.0173591765196967
"6913","ENSG00000145391.8|protein_coding|SETD7",7.71684,7.0702,5.45936,7.35892,4.7913,8.57514,5.86691,5.89537,6.72476,6.74898,9.77349,7.82641,7.18924,7.83543,7.66296,7.24989,7.33172,7.25059,7.92793,1.16243476154917,0.0414251436195375
"6972","ENSG00000145920.10|protein_coding|CPLX2",19.2175,23.2862,2.19352,19.7641,5.95467,19.826,24.0573,42.0496,27.7652,17.5637,5.39582,0.211733,15.929,16.3463,11.5071,2.17666,1.71135,15.5411,18.6409,0.513384373243786,0.04618743447079
"7021","ENSG00000146411.5|protein_coding|SLC2A12",1.65464,2.28849,1.53491,1.74163,2.21507,2.02861,2.26006,0.307838,1.58642,1.66284,3.33213,2.23355,1.78038,1.82528,3.16633,4.53577,3.27926,1.40511,2.53214,1.48405709482363,0.0395737439109194
"7042","ENSG00000146700.8|protein_coding|SRCRB4D",1.74714,1.871,5.56992,2.57657,1.98408,2.61421,0.767914,0.361258,1.14461,1.3989,5.22976,16.5757,3.17467,0.576896,5.37849,10.7988,11.4569,0.622462,5.16498,2.91574132590627,0.045773854868716
"7073","ENSG00000147065.11|protein_coding|MSN",73.048,80.3403,50.93,64.2243,39.0279,68.3707,55.413,39.4508,56.3686,55.2695,74.2702,77.0768,60.1019,84.138,94.4511,79.5426,129.982,55.9005,71.4729,1.33539492493554,0.034101771014223
"7085","ENSG00000147155.6|protein_coding|EBP",52.022,40.6362,46.9997,52.7431,56.9771,49.9399,61.0988,56.6471,46.3801,47.3006,47.1291,18.8322,43.3088,56.4851,45.2152,45.9047,36.5705,44.1377,43.3086,0.831542214377573,0.0340735768628287
"7236","ENSG00000148835.9|protein_coding|TAF5",3.6525,3.39983,3.43742,3.94576,3.65345,3.42866,4.57296,3.38893,3.28819,3.58882,2.38186,2.35153,3.74919,3.68146,3.7815,2.62303,1.91077,3.57447,2.82618,0.836858522264303,0.0376153030357437
"7241","ENSG00000148848.10|protein_coding|ADAM12",3.11566,2.05956,6.10175,4.74987,3.91233,7.54957,1.40449,1.79078,6.97909,5.186,10.6275,9.14608,6.02527,5.9687,5.93389,17.4603,11.7965,3.31924,5.02691,1.92340383558443,0.0256165327675008
"7278","ENSG00000149292.12|protein_coding|TTC12",2.15206,6.56202,3.94905,4.28814,2.13781,4.58371,2.39315,4.54099,4.8912,4.28127,7.28922,7.45002,4.90649,5.29885,4.31788,4.0692,4.48641,4.81661,7.32541,1.3752055108255,0.0385702457050059
"7322","ENSG00000149679.7|protein_coding|CABLES2",10.6047,11.1775,13.5289,14.6448,16.1187,9.45928,14.9403,14.0167,14.15,11.9199,10.4059,8.89317,10.9513,11.125,6.03471,12.7766,10.2749,14.0137,11.3616,0.81743410871531,0.0301798999594963
"7405","ENSG00000151116.12|protein_coding|UEVLD",7.30183,7.00675,7.90831,5.40144,6.5421,5.87203,5.63066,5.72659,6.23389,6.82923,6.70047,10.6971,6.66824,7.15079,8.02871,7.93367,9.0142,6.72306,6.81102,1.19570524923816,0.0251089123464724
"7495","ENSG00000151893.10|protein_coding|CACUL1",14.4767,15.6351,10.844,13.8848,12.8674,12.5357,12.1111,14.8431,10.5675,12.7068,19.8966,23.5049,14.3857,18.1729,25.0129,23.7295,19.9755,13.0445,15.176,1.41845372240064,0.00454769645485591
"7532","ENSG00000152270.4|protein_coding|PDE3B",4.16742,2.102,4.91549,3.52385,1.43978,5.30044,4.61686,3.46484,4.01247,4.60989,10.4859,5.82415,4.57589,6.08063,6.56759,5.83634,13.8468,2.45383,2.88705,1.69486953372,0.0478881673596739
"7546","ENSG00000152439.8|protein_coding|ZNF773",6.67381,5.69989,6.88671,6.17741,5.32454,6.19573,8.12135,5.67136,6.17132,6.91381,7.26994,6.00632,7.09838,7.67891,6.17872,7.75382,8.65605,8.31363,6.50402,1.14430453398433,0.0327266230357891
"7578","ENSG00000152763.12|protein_coding|WDR78",3.73906,4.20335,2.33912,2.01536,3.9772,2.39179,3.42587,2.66258,2.89213,3.16238,3.38898,3.41154,2.81113,3.79941,4.3351,4.10699,4.53874,4.42601,3.78758,1.22949100897547,0.0444612812653391
"7621","ENSG00000153214.5|protein_coding|TMEM87B",3.10506,2.56235,5.36583,2.61244,3.12229,5.78382,2.61826,2.24975,3.91706,3.15624,6.39161,9.3547,3.32606,5.01493,5.76538,6.19897,7.00216,2.7123,3.37953,1.50211897426864,0.044027178803991
"7735","ENSG00000154710.10|protein_coding|RABGEF1",8.39511,7.81336,9.20457,10.0569,8.95121,7.93253,4.66437,8.34551,4.1671,9.35546,11.6367,10.9192,5.94115,8.72974,12.3546,11.0391,13.4005,8.03064,9.65415,1.30812962224147,0.0248097759105256
"7781","ENSG00000155158.15|protein_coding|TTC39B",1.68324,1.61595,2.72075,1.19692,1.50043,1.86642,1.13738,0.778905,2.29893,1.55337,2.8074,3.47615,1.74159,1.76618,2.18825,3.72773,3.45297,1.72107,2.72589,1.53014762896629,0.0176166841096069
"7800","ENSG00000155393.8|protein_coding|HEATR3",11.9107,10.2138,6.94691,12.6816,9.63313,11.3473,13.4636,14.013,10.8707,8.14906,6.7181,8.8189,7.02752,10.9867,9.98789,9.02331,8.58222,13.4077,8.43346,0.811444138616318,0.0402820826528213
"7857","ENSG00000156136.5|protein_coding|DCK",16.8856,20.0781,14.3046,21.8438,14.7226,15.2591,18.2079,19.2102,18.7183,15.8343,11.0872,14.2622,17.5389,15.9248,14.4251,13.7113,10.0435,18.4111,16.8019,0.836752513028307,0.0288985035855908
"7901","ENSG00000156671.7|protein_coding|SAMD8",12.1113,12.3229,11.3305,12.7452,10.6342,13.4775,12.1358,11.4057,12.3575,11.2556,12.1319,17.3926,12.8448,11.0374,14.1493,17.5899,15.6999,15.1083,12.217,1.15631529866219,0.0405746176140927
"7971","ENSG00000157483.4|protein_coding|MYO1E",3.68937,4.40666,4.78294,8.12608,3.7992,4.77599,5.70691,7.70832,4.12137,8.29895,5.63646,5.08039,7.47746,4.16586,7.41827,9.02153,13.3012,7.40785,5.62462,1.40266900326932,0.0486273062914186
"8034","ENSG00000158122.7|protein_coding|AAED1",0.850705,1.6637,1.59993,0.728097,0.980642,1.11014,0.884208,1.22976,0.764789,0.753838,2.43907,2.78888,0.854716,1.37665,2.54537,1.6381,1.90458,1.0184,1.44,1.537269484388,0.0397193598546276
"8102","ENSG00000158882.8|protein_coding|TOMM40L",12.2922,8.77792,8.58451,10.0983,7.97688,8.35337,9.37251,11.0023,9.20221,8.0591,6.66153,6.88846,8.80002,9.95874,5.81247,8.66115,6.06737,9.94885,8.08288,0.829399335981004,0.0254480079451714
"8348","ENSG00000161558.6|protein_coding|TMEM143",4.77213,4.8879,4.58031,3.56514,4.79155,6.07371,5.6491,6.43309,4.83691,5.25388,3.78253,3.53936,3.39275,5.33896,3.18696,4.70713,3.58397,4.68738,4.77523,0.834030893725444,0.043773906688345
"8456","ENSG00000162601.5|protein_coding|MYSM1",14.365,14.8679,15.7596,14.8327,13.4332,14.6403,16.6832,11.8659,14.4853,13.9281,17.0889,19.852,15.8616,18.7072,27.0732,22.9126,24.1048,14.5359,14.6348,1.2970684265476,0.0155032617931005
"8497","ENSG00000162804.9|protein_coding|SNED1",2.26184,1.81508,1.81129,1.51322,1.44798,1.15813,1.8106,1.68662,1.44549,1.83007,1.07228,3.96861,1.65526,3.04268,2.53827,2.93829,3.46059,1.71549,2.41727,1.48324803933045,0.0227871860396241
"8511","ENSG00000162889.6|protein_coding|MAPKAPK2",36.2062,33.3299,33.864,30.7129,31.2732,37.6815,41.4151,29.996,36.6909,36.775,42.4023,49.6602,33.579,35.0782,47.8371,40.3038,39.3244,35.48,34.3612,1.14188842936828,0.0389518884089066
"8529","ENSG00000162976.8|protein_coding|PQLC3",2.21101,3.03489,3.45355,3.21911,2.75798,2.07486,1.42713,1.36791,2.43764,1.8812,4.4824,5.82877,2.19524,2.36087,5.16132,5.52248,4.14614,2.38323,4.64518,1.58051403561122,0.0202095128756201
"8530","ENSG00000162980.12|protein_coding|ARL5A",20.6404,15.6563,15.1252,14.1977,19.4785,21.8553,17.2361,18.6634,17.0757,19.0784,21.9733,20.0208,18.3979,18.8558,24.7169,21.8015,25.8822,17.6625,18.3669,1.16352284707051,0.0320399787086366
"8666","ENSG00000163635.13|protein_coding|ATXN7",7.22805,6.80199,5.75351,6.21601,5.89822,7.54566,7.9287,7.53758,7.02471,8.4329,7.26268,7.53897,8.09997,8.87381,10.0915,7.38372,7.7573,7.70936,7.10782,1.16626934323929,0.00868831637172302
"8676","ENSG00000163681.10|protein_coding|SLMAP",16.5345,14.0501,13.45,13.872,16.1447,16.4799,18.2565,15.8424,14.5487,16.9976,15.2013,17.9632,15.5011,18.9776,15.5768,19.1992,20.2747,17.9937,14.5792,1.11394810129129,0.0444607454683006
