GH17J037399	ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2
GH20J041391	SSRP1||CEBPA||NFIC||CTBP1||RXRA||SMAD4||ZNF511||SAP130||DMAP1||TEAD3||ZSCAN9||KAT7||SIN3A||JUND||CREM||DRAP1||TBP||KDM1A||ZNF217||NFE2L2||SMARCE1||FOXA1||HBP1||ZBTB33||RBPJ||GATAD1||ZNF48||BHLHE40||DPF2||RAD51||ZNF792||TFAP4||ATF2||NFIB||ELF3||IKZF5||CEBPG||SP1||JUN||ARID4B||NR2F6||KDM3A||CREB1||ZNF644||NBN||ZSCAN4||GATAD2B||ZNF687||ATF1||RAD21||MNT||FOXK2||EGR2||GATAD2A||MAX||ZNF24||FOS||RFX1||IRF2||EP300||ZBTB26||ZKSCAN8||ATF7||PHF8||ZKSCAN1||POLR2A||AHR||ZGPAT||NR2F2||ZNF121||RCOR1||ERF
GH20J041246	ZNF654||JUND||CEBPA||ATF3||YY1||REST||TRIM22||CTCF||ZNF217||SIN3A||KLF9||RXRA||SAP130||ZBTB33||SMC3||RAD21||PRDM10||HNF4A||MAZ||FOXK2||DPF2||TFAP4||JUNB||SP1||MEIS2||RFX5||ZNF507||MNT||ARID2||ZNF143||XRCC5||FOS||RFX1||IRF2||CTBP1||CREM||ZKSCAN8||HNF4G||ZNF579||ZNF24||GABPA||NR2F2||CEBPB||SMARCA5||ZNF444
GH20J041238	SCRT2
GH20J041237	MNT
GH20J041212	JUND||KLF9||PRDM10||SP7||DPF2||ARID1B||ZNF366||ATF3||FOS||ZBTB17||ATF7
GH20J041469	EBF1||MNT||EGR2||ZNF592||PPP1R10||ZFHX2||NR2F2
GH20J041191	RAD21
GH20J041251	ZNF507
GH20J041427	SSRP1||ZNF592||CEBPA||MNT||HOMEZ||THAP11||FOXA2||MAFF||SAP130||MIER3||RARA||TEAD3||RBM22||FOSL2||NFE2||JUND||CREM||FOXP1||MAFK||MBD1||SOX5||EHMT2||TBX3||HMG20A||GATAD1||NFYC||TCF7||ZNF143||ATF2||BHLHE40||IKZF5||L3MBTL2||MEIS2||ATF1||JUN||ARID3A||ZNF644||TGIF2||GATAD2A||LEF1||ZKSCAN8||KAT8||ETS1||ZHX2||FOXK2||RNF2||RCOR2||ZSCAN29||MEF2D||FOXA3||ZGPAT||TFE3||FOS||TEAD1
GH20J041475	ZNF580||ATF2||ZSCAN16||ZIC2||CEBPB||FEZF1||ZNF217||MBD2||KLF9||CTBP1||ZNF610||CUX1||ZNF843||TCF7L2||RBM22||SIN3A||KLF16||PRDM6||GATA3||ZBTB48||SMARCE1||PKNOX1||INSM2||ZNF24||FOXA1||MAZ||SCRT1||RAD21||ATF4||DPF2||RAD51||RFX1||NFIB||ZNF398||SP7||ZNF18||MAX||PRDM4||ZFP69B||ZNF561||KLF10||CREB1||ZXDB||MNT||ZSCAN21||ZNF629||ZNF692||ZHX2||ZBTB49||OSR2||HDGF||FOS||MTA1||MZF1||ZNF680||ZNF512||ZBTB6||ATF7||BCL11A||PRDM10||ZNF512B||ZSCAN18||BMI1||SREBF1||TSHZ1||ZBTB20||OVOL3||HMBOX1||RCOR1||GATAD2B||ZNF335||ZSCAN5C||ARID3A||CTCF||CEBPG
GH20J041478	
GH20J041226	MAFF||MAFK
GH20J041229	OSR2||WT1
GH20J041228	
GH20J041436	ZNF146||SPI1||FOXA1||ZFX||CEBPB
GH20J041241	SMAD4||RXRA||HNF4A||NR2F6||TFAP4||SP1||MEIS2||NR2C1||PKNOX1||NR2F2||CBFA2T3||NR2F1
GH20J041219	
GH20J041218	
GH20J041180	
GH20J041179	RBM22
GH20J041471	
GH20J041200	ZFP91||SP1||HLF
GH20J041197	
GH20J041163	
GH20J041161	ZIC2||CTCF||RAD21||HNRNPL
GH20J041231	ZNF654||CEBPA||YY1||REST||CEBPB||ZNF592||KLF11||TRIM22||HOMEZ||CTCF||ZNF217||CTBP1||MAFF||SMAD4||RXRA||SAP130||RAD21||IRF4||SMC3||ZNF316||TEAD3||EBF1||ZBTB33||KAT7||USF2||SIN3A||JUND||MAFK||MBD1||MYRF||GTF2F1||BATF||HNF4A||MAZ||MXD3||ZNF384||NRF1||ZNF48||ZNF362||ATF4||NFYC||DPF2||RFX1||TEAD4||JUNB||TOE1||IKZF5||RXRB||L3MBTL2||CEBPG||MAX||SP1||GATA2||ARID4B||ZNF561||KDM3A||ARID3A||CREB1||IKZF1||HLF||SUZ12||TARDBP||MLX||EGR2||MIXL1||GATAD2A||SP5||NFKBIZ||MTA3||FOS||IKZF2||MTA2||ZBTB26||ZKSCAN8||KAT8||TFDP1||COPS2||HNF4G||SOX13||ZNF579||ZNF512B||NBN||RUNX3||KLF8||SMARCA5||ATF3||RCOR2||ARNT||AHR||FOXA3||ZGPAT||GABPA||RFXANK||NR2F2||TFE3||ZFHX2||ZBTB25||RCOR1||GATAD2B||ZNF335||TEAD1||MLLT1||SMARCA4||EMSY||ZNF444||ERF
GH20J041221	REST||CEBPB
GH20J041222	CEBPB
GH20J041224	SPI1
GH20J041183	SMC3||CTCF||POLR2A||SCRT2
GH20J041181	
GH20J041182	POLR2A
GH20J041144	
GH20J040997	ZNF610||ZNF512
GH20J041055	JUND||NFIC||RBM22||PRDM6||ATF3||OSR2||TRIM24||ZNF512B||WT1
GH20J041133	BCLAF1||SP1||ZNF207||SSRP1||ZMYM3||POLR2A||CHD4||BCL11A||CTCF||ZNF592||SIN3A||TRIM22||BHLHE40||ZNF217||KMT2B||THAP11||FOXA2||KLF9||ZNF623||IRF4||MIER3||RARA||TEAD3||ZSCAN9||EBF1||CBFB||KAT7||SMARCA5||MAX||TAF1||ZNF205||SOX5||GTF2F1||SFPQ||RFX5||BATF||ELF1||SCRT1||MAZ||ZNF24||EGR1||RBPJ||IKZF1||GATAD1||NRF1||HDAC2||BMI1||RB1||NFATC1||RAD21||HCFC1||HDGF||NR2F1||MTA3||RBM39||ATF2||JUNB||BACH1||STAT1||ELF3||IKZF5||RXRB||ZNF18||TCF12||ZKSCAN1||NKRF||ZBED1||ARID4B||PKNOX1||CREM||KDM3A||GMEB1||KLF5||CREB1||ZNF580||ARID3A||NFIL3||GATAD2B||HLF||TARDBP||ATF1||MBD1||MNT||ZEB2||TBL1XR1||KDM1A||ATF3||EGR2||MIXL1||SP5||NFKBIZ||KLF16||ZNF687||IRF2||ESRRA||IKZF2||RAD51||MTA1||CTBP1||MTA2||ZBTB26||YY1||EED||ZNF7||TFDP1||LARP7||ZNF579||PHF8||ZNF143||NBN||DPF2||RUNX3||BCOR||ATF7||RCOR2||FOXK2||ARNT||ZSCAN29||ZGPAT||RFXANK||RELB||CC2D1A||ZFHX2||ZBTB25||TEAD1||SCRT2||MLLT1||KLF6||XRCC5||ZNF444||ERF
GH20J041046	MYC||NCOR1||IKZF1||ZNF580||NFIC||MXD4||CEBPB||HES1||FEZF1||ZNF639||MBD2||IRF2||ZNF610||MAFF||RFX5||TAL1||ELF1||ZNF316||EBF1||ZNF843||RBM22||NFE2||SKIL||NCOA2||MYNN||ZFP91||KLF16||MAFK||PRDM6||PRDM10||STAT5A||THRAP3||BHLHE40||MLLT1||SMARCA4||SPI1||ZNF189||ETV1||FOXM1||BATF||HDAC2||NCOA1||SCRT1||ZNF384||FOXK2||MAFG||ZEB2||JUND||TCF12||MTA2||ZNF792||NR2F6||TEAD4||JUNB||ZNF652||BACH1||E2F7||ARNT||SP7||AEBP2||ZNF18||POLR2A||PRDM4||MEIS2||ZMYM3||HDAC1||PYGO2||DPF2||ARID1B||PKNOX1||NFATC3||ZNF184||GABPB1||ZNF366||SMARCE1||HLF||ZXDB||TBL1XR1||DNMT1||KDM1A||CTBP1||ATF3||ZNF629||EGR2||NFKBIZ||KHSRP||CBFA2T2||OSR2||FOS||CDC5L||RNF2||TRIM24||TRIM22||GFI1B||ZBTB17||SOX6||ZBTB33||BCL11A||CHAMP1||NBN||RUNX3||KLF8||BCOR||ATF7||ZBED1||ELF4||GATAD2A||TSHZ1||EP300||MEF2D||NR2F2||CC2D1A||OVOL3||AFF1||ZBTB25||KLF17||HMBOX1||CBFA2T3||HIC1||PML||SCRT2||NR2F1||DNMT3B||HDGF||EMSY||PHB2||WT1||CEBPG
GH20J041091	FOXA2||CREB1||SUZ12||HDGF||POLR2A
GH20J041086	IKZF1||NCOR1||NFIC||HES1||FEZF1||MBD2||ZNF217||CTBP1||NBN||CUX1||TAL1||ZNF316||ZNF843||RBM22||NFE2||ZFP91||PRDM6||ATF1||STAT5A||GATA3||TCF7L2||SMARCA4||SPI1||ZNF189||SMARCE1||FOXM1||HDAC2||EP400||MAFG||TCF12||MTA2||ZNF664||DPF2||RAD51||MAFK||NR2F6||RFX1||TEAD4||MAFF||NFIB||ZNF18||L3MBTL2||PRDM4||MEIS2||GATA2||HDAC1||TRIM28||ARID1B||ZNF561||RFX5||CEBPB||ZNF184||ZXDB||TBL1XR1||MLLT1||KDM1A||ZNF692||ZHX2||ZNF24||CBFA2T2||OSR2||KLF16||RNF2||TRIM24||CHD2||ZBTB17||SOX6||BCL11A||PKNOX1||ZKSCAN1||ATF7||LEF1||ZSCAN29||EP300||MEF2D||ZBTB20||NRF1||HMBOX1||RCOR1||CBFA2T3||PML||ZSCAN5C||EMSY||WT1||CEBPG
GH20J041643	MYC||IKZF1||SSRP1||ZNF592||NFIC||BHLHE40||HOMEZ||FOXA2||MAFF||SMAD4||SAP130||RARA||ZNF316||TEAD3||ZSCAN9||FOSL2||NFE2||TAL1||MAFK||MBD1||BCL6||SOX5||SMARCA4||EHMT2||NFE2L2||HDAC2||HMG20A||FOXK2||MAFG||ZEB2||HBP1||RBPJ||TFAP4||BACH1||ELF3||IKZF5||RXRB||L3MBTL2||NFIA||HDAC1||DPF2||ARID4B||ARID1B||CREM||GMEB1||ZNF644||SOX13||SMARCE1||ZNF687||TBL1XR1||RAD21||MLX||KDM1A||TGIF2||GATAD2A||SP5||NFKBIZ||XRCC5||FOS||RNF2||TRIM24||CTBP1||SOX6||TFDP1||NR4A1||LEF1||CBX3||MTA2||EP300||FOXA3||TFE3||CBFA2T3||TEAD1||DNMT3B||MGA||EMSY
GH20J041037	SSRP1||CEBPA||MXD4||KLF11||HOMEZ||KMT2B||THAP11||FOXA2||KDM6A||ZNF511||SAP130||ETV4||MIER3||RARA||GABPB1||DMAP1||ZNF316||TEAD3||THRB||KAT7||FOSL2||JUND||CREM||FOXP1||DRAP1||TBP||SOX5||ELF1||HNF4A||HMG20A||MAFG||HBP1||ZBTB33||RBPJ||IKZF1||GATAD1||ZNF48||HMG20B||HDGF||MAFF||LCORL||ATF2||ELF3||RXRB||CEBPG||POLR2A||ATF1||JUN||ARID4B||PKNOX1||NR2F6||KDM3A||ARID3A||HNF1A||ZNF580||CEBPB||ZNF644||PPARG||NFIL3||ZNF202||PAF1||ZNF384||MBD1||RAD21||MLX||FOXK2||TGIF2||MIXL1||GATAD2A||SPI1||NFKBIZ||ZNF687||IRF2||MTA2||ZKSCAN8||KAT8||TFDP1||SOX13||IKZF2||CREB1||NBN||GABPA||ATF7||MNT||RCOR2||FOXA3||ZGPAT||RBFOX2||TFE3||RELB||RFX3||EP300||SP1||TEAD1||MLLT1||EMSY||ERF
GH20J041118	NFIC||FOXA2||RBM22||PKNOX1||ATF4||NFIB||DPF2||NBN||HNRNPL||XRCC5||FOS||MTA1||SOX6||TRIM24
GH20J041124	SSRP1||POLR2A||NONO||MAFF||RXRA||ZNF316||RBM22||SUPT5H||HNF4A||MAFK||NCOA3||PAF1||ZNF687||MAX||HDGF||ZKSCAN1||POLR2B||SP1||GATAD2B||ZNF282||EMSY
GH20J040966	SSRP1||CTCF||SMC3||EBF1||RAD21||ZNF48||TGIF2||SPI1||EP300||ZNF444
GH20J041648	JUND||ZNF217||FOXA1||ZBTB7B||HES1||MBD2||ELF1||FOXA2||CTBP1||SAP130||CUX1||NONO||RARA||ESRRA||SIN3A||FOXP1||ZBTB40||SOX5||SMARCE1||PKNOX1||HMG20A||MAZ||HHEX||DPF2||RAD51||TFAP4||TOE1||NFIB||NCOA3||CREB1||RFX5||NBN||GATAD2B||ZNF687||SUZ12||MNT||GATAD2A||ZHX2||ZNF24||MTA3||HDGF||FOS||RAD21||EP300||MTA1||E2F8||ATF7||COPS2||ZNF207||SOX13||ZNF579||TARDBP||GTF2F1||SMARCA5||BMI1||FOXA3||CHD1||RCOR1||ELK1||ARID3A||HCFC1||FOXK2||ZNF444
GH20J040963	BCLAF1||ZNF654||ZIC2||CTCF||REST||ZNF217||CTBP1||RAD21||RFX5||SMC3||YY1||SIN3A||ZNF2||MAZ||NRF1||RB1||MIER2||ZNF143||NR2F6||ZNF561||ZNF644||XRCC5||IRF2||ESRRA||TRIM22||ZNF579||TARDBP||GTF2F1||SMARCA5||RNF2||ZGPAT||HCFC1||ZNF444
GH20J041071	ZNF654||NCOR1||IKZF1||JUND||ZNF592||NFIC||ZNF217||CEBPB||FEZF1||CTCF||ARNT||IRF2||ELF1||FOXA2||CTBP1||RXRA||RAD21||RFX5||SMC3||TAL1||ZNF316||TEAD3||RBM22||SIN3A||RELA||PRDM6||STAT5A||GATA3||EHMT2||SMARCE1||HDAC2||FOXA1||MAZ||MAFG||ZBTB33||TCF12||ARHGAP35||DPF2||RAD51||SIN3B||TEAD4||MAFF||NFIB||SP7||PRDM4||MEIS2||GATA2||HDAC1||TRIM28||ARID1B||ARID4B||PKNOX1||ARID3A||TEAD2||NR2C1||KLF1||POLR2A||ZXDB||MNT||MLLT1||KDM1A||ATF3||ZSCAN21||GATAD2A||ZNF24||CBFA2T2||FOS||RNF2||MTA1||CHD2||HDGF||ZNF207||ZNF579||PRDM10||BCLAF1||TARDBP||EP300||NR4A1||TRIM22||SMARCA5||BCOR||MEF2D||CREB1||NR2F2||ZBTB5||OVOL3||HMBOX1||PRDM1||RCOR1||GATAD2B||CBFA2T3||ZNF335||TEAD1||ZBTB44||SMARCA4||EMSY||PHB2||WT1||ZNF444
GH20J041014	CEBPA||HES1||MAFF||SMAD4||SAP130||RARA||ZNF316||FOSL2||JUND||FOXP1||MAFK||TFAP4||NR2F6||RXRB||GATAD2A||FOS||ZNF512B||BMI1||SCRT2
GH20J041010	BCLAF1||SP1||BCL11A||TRIM22||ZNF341||IRF4||EBF1||CBFB||BHLHE40||BATF||ELF1||ZNF24||STAT5A||IKZF1||BMI1||NFATC1||HDGF||NR2F1||TCF7||MTA3||ATF2||BACH1||TCF12||ZBED1||ZSCAN4||TARDBP||TBL1XR1||SPI1||ZNF687||IKZF2||RAD51||CREM||MTA2||YY1||EED||LARP7||ZNF143||NBN||DPF2||RUNX3||ETV6||ARNT||NR2F2||RELB||GATAD2B||MAZ||MLLT1||POLR2A
GH20J041001	MYC||NCOR1||ZNF600||IKZF1||SSRP1||JUND||ZNF592||ZMYM3||ATF2||KLF9||CEBPA||ATF3||NFIC||ZIC2||MXD4||REST||CEBPB||FOXA1||KLF11||DEK||ELK1||HES1||BHLHE40||FEZF1||ZNF639||MBD2||SIX4||ZNF341||MNT||HOMEZ||MAX||ZBTB7B||ZNF217||ARNT||KMT2B||IRF2||RAD51||EP300||THAP11||ELF1||FOXA2||KDM6A||CTBP1||PRDM1||ZNF610||MAFF||NBN||SP2||RXRA||SMAD4||ZNF511||SAP130||CUX1||RFX5||ETV4||TAL1||RARA||SMC3||DMAP1||STAT3||ZNF316||TEAD3||EBF1||ZSCAN9||CBFB||TCF7L2||KAT7||USF2||FOSL2||SIN3A||GABPA||NFE2||CREM||ZNF143||ZFP91||KLF16||FOXP1||MAFK||PRDM6||DRAP1||MBD1||BCL6||PRDM10||TBP||ZNF205||KDM1A||MYRF||ZBTB48||ZBTB40||SOX5||ZNF318||SMARCA4||ZNF2||SPI1||ZNF189||SMARCE1||PKNOX1||ETV1||INSM2||BATF||HDAC2||NCOA1||ZFP37||TBX3||EP400||ZNF24||HMG20A||SCRT1||MAZ||MXD3||FOXK2||MAFG||ZEB2||HBP1||RBPJ||HHEX||GATAD1||TCF12||MIER2||HMG20B||ZNF488||NR2F1||ATF4||NFYC||DPF2||ZNF792||NR2F6||LCORL||TFAP4||ZNF3||ZNF518A||GATA4||JUNB||TOE1||NFIB||ZBTB21||GLIS1||ELF3||IKZF5||RXRB||ZNF398||SP7||CEBPG||POLR2A||L3MBTL2||PRDM4||ZFP36||SP1||ZFP69B||MEIS2||NCOA3||NFIA||HDAC1||ZKSCAN1||JUN||TRIM28||ZNF384||ARID1B||ARID4B||ZNF561||PHF20||KLF10||ARID3A||CREB1||NR2C1||HNF1A||ZNF580||YBX1||KLF1||ZNF140||GABPB1||ZNF644||SOX13||ZNF366||NFIL3||ZBTB12||PHF21A||GATAD2B||ZNF687||ZNF324||HLF||ATF1||ZXDB||HSF1||MLX||HNRNPL||ZSCAN21||ZNF629||EGR2||TGIF2||ZNF692||MIXL1||GATAD2A||ZHX2||DACH1||NFE2L2||SP5||NFKBIZ||OSR2||CBFA2T2||TCF7||ZNF354B||XRCC5||FOS||PATZ1||RAD21||RNF2||IKZF2||MTA1||GFI1B||MTA2||ZBTB17||ZNF680||SOX6||ZNF558||KAT8||EED||NFRKB||ATF7||TFDP1||ETS1||ZNF579||TARDBP||ZNF512B||RUNX3||NR4A1||TRIM22||KLF8||MTA3||GTF2F1||SMARCA5||ETV6||BCOR||BMI1||LEF1||SREBF1||RCOR2||ZSCAN29||RERE||TSHZ1||CBX3||MEF2D||ZGPAT||FOXA3||USF1||RFXANK||NR2F2||TFE3||ZFHX2||OVOL3||AFF1||ZBTB25||KLF17||HMBOX1||CHD1||RCOR1||CBFA2T3||TEAD1||ZNF335||HIC1||SCRT2||KLF6||ZBTB2||DNMT3B||MGA||EMSY||HCFC1||THRA||ZNF184||WT1||ZNF444||ERF
GH11J072084	RAD51||EGR2||USF2||ZNF24||USF1
GH11J072091	BCLAF1||ZNF654||IKZF1||SSRP1||POLR2A||CTCF||REST||ZNF592||TRIM22||ZNF341||HOMEZ||NR2C1||ZNF217||SIN3A||THAP11||ELF1||NBN||ZNF511||RAD21||SMC3||MIER3||RBM22||JUND||PRDM10||MLLT1||SPI1||ZNF189||ETV1||HNF4A||EGR1||ZNF48||NR2F1||ZNF792||ZNF143||IKZF5||RXRB||ZFP69B||HDAC1||ARID4B||CREM||GABPB1||TARDBP||ARID2||ZNF629||ZNF687||XRCC5||ESRRA||IKZF2||CTBP1||YY1||RXRA||RUNX3||MTA3||ETV6||CBX3||NR2F2||CC2D1A||KLF17||HMBOX1||CHD1||PRDM1||GATAD2B||ZNF335||MAZ||ZNF444||ERF
GH11J072058	ZNF600||REST||ZNF664||OSR2||CEBPB
GH11J072115	ZNF592||NFE2||MAFG||TAF7||ZFP3||GTF2F1||ZNF740||EMSY
GH11J072035	
GH11J072123	NCOR1||IKZF1||ZNF316||ETV1||MEIS2||ZMYM3||PKNOX1||KDM1A||BCOR||SMARCA4||PBX2
GH11J072023	BCLAF1||ZNF654||CTCF||REST||KLF11||DEK||TRIM22||ZNF217||THAP11||CTBP1||MAFF||SAP130||RAD21||CUX1||SMC3||ZNF316||SIN3A||SKIL||MAFK||ZNF2||SMARCE1||MAX||ZNF384||MAFG||RB1||ZNF48||ZNF362||HDGF||ZNF664||DPF2||RAD51||ZNF143||RXRB||IKZF5||CEBPG||ZFP69B||GATA2||ARID4B||KDM3A||ZNF580||ARID2||ZNF692||MTA3||ZNF24||XRCC5||FOS||IRF2||ESRRA||ZBTB17||YY1||RXRA||SMARCA5||ATF7||CC2D1A||ZBTB20||ZNF121||HMBOX1||RCOR1||EMSY||ZNF444
GH11J072137	CEBPB
GH11J072139	MAX||JUND||BHLHE40||ZC3H11A||FOS
GH11J072017	
GH11J072143	ZNF654||JUND||CTCF||REST||CEBPB||TRIM22||BHLHE40||EP300||RAD21||NONO||RFX5||SMC3||YY1||TEAD3||TCF7L2||FOSL2||BATF||SCRT1||MAFG||MAFF||DPF2||TEAD4||ZNF143||MEIS2||CREM||ATF3||KLF16||FOS||PATZ1||CTBP1||RUNX3||RB1||ATF7||TEAD1||SCRT2||EMSY||XRCC5||ZNF444
GH11J072030	
GH11J072004	POLR2A||NFIC||RBM22||SUPT5H||ZBTB33||LCORL||NFIB||GLIS1||NFIA||EP300
GH11J072001	ZNF10||POLR2A||SMAD5||ZNF341||RBM22||ESRRA||PRDM10||SUPT5H||GATAD2B||SUZ12||CBFA2T2||ZBTB17||ZNF512B||PPP1R10||POLR2B
GH11J072027	
GH11J072028	
GH11J071987	CEBPB
GH11J072180	ZNF654||REST||CTCF||RAD21||TRIM22||CC2D1A
GH11J072183	ZNF654||MYC||JUND||CTCF||REST||DEK||TRIM22||BHLHE40||ZNF217||ARNT||FOXA2||CTBP1||RAD21||SMC3||FOSL2||NFE2||EHMT2||SMARCE1||ETV1||BATF||FOXA1||MAFG||EGR1||ZHX1||DPF2||NR2F6||ZNF143||ELF3||HDAC1||ARID1B||CREM||JUNB||ATF3||KLF16||XRCC5||FOS||PATZ1||SOX6||ZNF512||PKNOX1||RB1||TRIM28||ATF7||CBX3||EP300||CC2D1A||SMARCA4
GH11J071976	ZNF654||CTCF||REST||DEK||TRIM22||RAD21||SMC3||SPI1||MYC||MAX||SCRT1||RAD51||RELB||SCRT2
GH11J071993	POLR2A||SMAD5||SPI1||HDGF||NR2F1||MTA2||IKZF2||DPF2||NBN||RELB||MLLT1
GH11J071939	NFE2||ZBTB33||ZNF169
GH11J071942	NCOR1||ZMYM3||CEBPA||ATF3||NFIC||YY1||CEBPB||KLF11||HOMEZ||MAX||KMT2B||EP300||TAF9B||THAP11||FOXA2||KDM6A||PRDM1||MAFF||NBN||SMAD4||RXRA||ZNF511||SAP130||TAL1||MIER3||RARA||GABPB1||ZNF316||DMAP1||TEAD3||ZBTB33||THRB||KAT7||FOSL2||JUND||NFE2||CREM||FOXP1||MYNN||MAFK||DRAP1||BCL6||TBP||ZNF205||KDM1A||STAT5A||IRF9||SOX5||FOXM1||HDAC2||HNF4A||EP400||HMG20A||ZBTB40||ZNF384||MAFG||ZEB2||HHEX||NRF1||TCF12||RAD21||MIER2||HMG20B||MTA2||ATF4||HNRNPL||NR2F6||LCORL||TEAD4||TFAP4||ATF2||ZNF3||ELF3||RXRB||REST||L3MBTL2||CEBPG||SP1||MEIS2||NFIA||HDAC1||ZKSCAN1||JUN||DPF2||ARID4B||ARID1B||PKNOX1||KDM3A||ARID3A||NR2C1||ZNF644||SOX13||PPARG||SMARCE1||NFIL3||NR2F1||HLF||FOXK2||TGIF2||MIXL1||GATAD2A||DACH1||CBFA2T2||KLF16||TCF7||FOS||IRF2||RNF2||TRIM24||CTBP1||SOX6||ZKSCAN8||KAT8||ZNF512||ATF7||ETS1||HNF4G||CREB1||NR4A1||GABPA||BCOR||LEF1||RCOR2||RERE||MEF2D||FOXA3||ZGPAT||NR2F2||TFE3||SIN3A||HMBOX1||CBFA2T3||TEAD1||PML||SMARCA5||SMARCA4||EMSY||PHB2||ERF
GH11J071940	
GH11J071962	SP1||BCL11A||TRIM22||MAFF||IRF4||ZNF316||NFE2||MAFK||BHLHE40||SPI1||NFE2L2||BATF||ZNF24||MAFG||ZBTB33||IKZF1||BMI1||NFATC1||ATF2||JUNB||BACH1||NKRF||ZBED1||ZNF217||ARID1B||CEBPB||ARID3A||SMARCE1||ZNF507||TARDBP||RNF2||IKZF2||RAD51||CREM||MTA2||EED||NBN||DPF2||RUNX3||ARNT||RELB||GATAD2B||HMBOX1||SMARCA4||EMSY
GH11J071655	PRDM10||ZNF384||ATF3||FOS||IKZF1||ZNF579
GH11J071650	ZNF623||IKZF1||KDM1A||IKZF2
GH11J071647	
GH11J072379	ATF2||JUND||JUN||ATF7
GH11J072377	
GH11J071636	MEIS2||CEBPB||PKNOX1
GH11J072382	
GH11J072877	
GH11J072398	CEBPA||CHD4||HOMEZ||KMT2B||THAP11||FOXA2||KDM6A||CTBP1||SMAD4||ZNF511||SAP130||ETV4||MIER3||RARA||DMAP1||TEAD3||ZSCAN9||FOSL2||CREM||FOXP1||DRAP1||BCL6||KDM1A||TCF7L2||SOX5||ZNF217||GTF2F1||PKNOX1||HMG20A||FOXA1||RBPJ||HHEX||ZNF48||MIER2||HMG20B||NFYC||DPF2||ZNF792||ZNF3||NR2F6||NCOA3||ELF3||RXRB||IKZF5||CEBPG||NFIA||ATF1||ARID4B||HNF1A||ZNF580||ZNF644||SOX13||PPARG||NFIL3||NR2F1||RAD21||MLX||HNRNPL||MIXL1||GATAD2A||ZHX2||SP5||TCF7||FOS||XRCC5||IRF2||ESRRA||ELF1||EP300||ZKSCAN8||PHF8||RCOR2||RERE||ZGPAT||FOXA3||RFXANK||CREB1||TFE3||ZBTB25||TEAD1||ERF
GH11J072396	
GH11J072471	ZNF654||MYC||POLR2A||CTCF||CEBPB||REST||DEK||TRIM22||BHLHE40||MAX||SIN3A||EP300||RAD21||RFX5||SMC3||STAT3||TBP||TCF7L2||USF2||SMARCA4||EHMT2||SCRT1||FOXK2||MAFF||ZNF143||L3MBTL2||GATA2||ATF3||OSR2||XRCC5||CHD2||YY1||BMI1||RNF2||PRDM10||ZNF121||TARDBP||SCRT2||ZBTB44||MGA||CEBPG||ZNF444
GH11J072314	TCF12||NR2F1||NR2F6||NR2C1||CBFA2T2||CBFA2T3
GH0XJ024668	IKZF1
GH0XJ024662	IKZF1||SMAD4||TAL1||ARID1B||CEBPB||SP5||SOX6||SOX13||CBFA2T3
GH0XJ024657	MAFF||ZNF316||MAFK||MAFG||EMSY
GH0XJ024642	IKZF1||ATF2||JUND||ATF4||DPF2||ZBTB21||ARID1B||CEBPB||ZNF366||BCL6B||ATF1||ZEB2||ATF3||ZNF629||ZNF692||FOS||ATF7||NR4A1||EP300||PRDM1||HIC1||SMARCA4||ZNF184||CEBPG
GH0XJ024759	FEZF1||GATA2||EGR2||ZFHX2||HIC1||WT1
GH0XJ024733	SPI1
GH0XJ024604	CEBPA||ZNF623||RXRA||RARA||THRB||TFAP4||NR2F6||ZNF133||RXRB||NFIL3||HLF
GH0XJ024619	FEZF1||FOXA2||NFIA||ZBTB17||SOX13
GH0XJ024553	ZSCAN4
GH0XJ024543	REST
GH0XJ024546	
GH0XJ024498	CTCF||PRDM6||RAD21||ZNF561||ARID3A||ZEB2||SMC3
GH0XJ024499	ZNF654||CTCF||RAD21||SMC3||PRDM6||ZNF561||ARID3A||ZEB2
GH0XJ024485	NFIC||NFIB
GH0XJ024548	
GH0XJ024528	
GH0XJ024493	ZNF580||CEBPA||ATF3||YY1||FEZF1||FOXA2||RXRA||SP2||SAP130||ZNF843||FOSL2||JUND||FOXP1||PRDM6||ZNF2||ZNF189||HNF4A||FOXA1||ZNF362||NFYC||ZNF133||SP7||REST||SP1||NFIA||TRIM28||ARID4B||ZNF366||ZXDB||ZEB2||ZSCAN21||ZNF629||ZNF692||TAF1||OSR2||FOS||MYNN||ZBTB17||SOX6||PRDM10||KLF8||EGR1||USF1||GABPA||OVOL3||PRDM1||ZSCAN5C
GH0XJ024506	FOXA1||NR2F1||ZNF687||FOS||RUNX3
GH0XJ024516	
GH0XJ024491	ZNF217||CTBP1||ZNF316||NFE2||SMARCE1||FOXA1||DPF2||ZNF687||ZFX||FOS||RFX1||MZF1||ATF7||ZNF579||BACH1
GH0XJ024489	HNF4A||SP1
GH0XJ024927	
GH0XJ024993	
GH0XJ024943	
GH0XJ024951	ATF4
GH0XJ025004	CBX8||CBX2||EZH2
GH22J038221	ZNF600||CTCF||ZKSCAN1||NCOA3||GLIS1||EGR2||HIC1
GH22J038224	GLIS1
