"","Gene","C1","C2","C4","C6","P1","P2","P3","P4","log2_fold_change","p_value","q_value","significant"
"15968","PIK3CB",7.63387,9.29619,8.18088,8.73555,5.2842,5.92278,2.46863,3.56383,-0.973294,0.0015,0.0228535,"yes"
"15976","RBP1",258.68,265.309,238.62,314.906,277.464,135.16,44.5351,40.6156,-1.11414,0.00015,0.0041716,"yes"
"15996","WWTR1",51.1871,52.3751,38.796,30.8877,27.8183,23.3504,16.436,27.6456,-0.863024,0.00115,0.0188702,"yes"
"16029","SHOX2",2.49394,0.469194,0.124792,0.055707,13.3297,22.6699,2.97227,1.46851,3.68529,0.00235,0.0311051,"yes"
"16041","BCHE",54.8664,71.6116,74.3956,80.8181,54.7744,43.1468,18.088,19.2519,-1.05837,0.00015,0.0041716,"yes"
"16058","TNIK",12.2739,21.3599,16.8088,11.9318,10.3741,15.1078,4.52944,5.62107,-0.807762,0.0039,0.0445643,"yes"
"16088","C3orf70",1.73362,6.67051,4.76851,9.98569,2.73751,2.45557,0.257767,0.711832,-1.9099,2e-04,0.00519897,"yes"
"16092","IGF2BP2",23.8991,20.7549,20.2751,14.3121,30.3694,27.7118,54.0427,44.9998,0.987577,3e-04,0.00728523,"yes"
"16116","ATP13A4",0.464688,1.04841,2.02872,1.66966,0.305804,0.0994923,0.018113,0.10525,-3.30128,0.0011,0.0181879,"yes"
"16163","FGFRL1",19.2321,10.8848,8.1284,7.92354,20.0894,22.7988,37.3261,32.0942,1.28248,5e-05,0.00164804,"yes"
"16189","NSG1",12.9781,15.7753,12.6825,5.81812,38.1532,60.0945,20.1397,21.5348,1.56611,0.00125,0.0198856,"yes"
"16192","STK32B",1.26111,0.72346,0.876263,0.771371,0.916392,3.02636,0.246634,6.98719,1.62156,0.00225,0.0301775,"yes"
"16197","MAN2B2",17.0515,11.3745,13.9852,13.7466,11.8292,7.60549,2.63939,8.59765,-0.872576,0.0024,0.0314097,"yes"
"16205","SORCS2",13.4582,10.2173,12.3197,18.1623,8.21736,12.6048,8.22947,1.84997,-0.809478,0.0044,0.0479939,"yes"
"16210","HTRA3",0.0936351,1.64793,4.31592,1.36037,2.13067,26.8077,1.24897,3.44384,2.18073,5e-05,0.00164804,"yes"
"16249","LAP3",96.4028,57.5457,59.9067,52.8015,41.6729,23.6444,16.0173,21.165,-1.37936,5e-05,0.00164804,"yes"
"16266","STIM2",11.8971,17.4632,15.5547,14.3168,11.5402,7.17872,3.61425,4.9478,-1.11848,0.00035,0.00815894,"yes"
"16269","DTHD1",10.226,16.8057,11.2056,9.65808,4.66716,11.1652,0.036766,0.132262,-1.58169,0.00105,0.0176701,"yes"
"16279","WDR19",19.0588,17.5744,17.1798,14.3212,14.815,12.9505,3.24413,4.93406,-0.922641,0.00095,0.0166349,"yes"
"16311","RASL11B",2.04886,1.5731,2.59598,3.58687,1.38838,7.03939,1.57311,57.6836,2.78726,5e-05,0.00164804,"yes"
"16316","PDGFRA",3.3521,2.74347,13.4636,17.1059,0.148643,0.469174,0.0350952,2.50809,-3.53596,5e-05,0.00164804,"yes"
"16319","TMEM165",59.9736,71.317,53.2204,51.4918,44.8719,48.3011,8.23497,19.3925,-0.966178,8e-04,0.01476,"yes"
"16363","SLC4A4",12.9976,22.1044,19.914,21.4304,7.8159,12.5293,0.346149,0.973365,-1.8191,5e-05,0.00164804,"yes"
"16395","LOC100505875",23.1292,35.5701,27.3956,39.8695,6.07336,8.93049,0.191981,0.231201,-3.02948,5e-05,0.00164804,"yes"
"16409","ARHGAP24",0.195905,0.150999,0.216341,0.163173,0.871639,0.704522,0.102971,2.25492,2.43715,9e-04,0.0159439,"yes"
"16428","GRID2",9.96453,10.5765,8.7677,10.6953,5.3688,8.31228,0.866394,0.627587,-1.39844,0.00095,0.0166349,"yes"
"16431","PDLIM5",34.9447,33.9204,35.9189,35.7851,25.0055,20.2971,11.6689,16.3028,-0.939901,4e-04,0.00896533,"yes"
"16450","NPNT",0.533601,0.621747,0.0982077,0.256016,0.109495,0.342128,0.363678,24.3422,4.05877,5e-05,0.00164804,"yes"
"16469","ANK2",25.3063,29.8347,20.1729,19.2798,18.0073,24.3489,3.5099,5.53264,-0.88001,0.0042,0.0466876,"yes"
"16492","FAT4",0.344518,0.461856,0.965893,0.276698,0.480278,0.827577,4.98779,3.7714,2.29667,5e-05,0.00164804,"yes"
"16496","HSPA4L",3.27479,3.90269,4.04824,3.06244,3.35668,3.33889,9.68095,16.1547,1.18701,0.0022,0.0299046,"yes"
"16502","PCDH10",42.803,75.7983,74.544,78.1599,37.843,28.0674,3.19445,3.74845,-1.89685,5e-05,0.00164804,"yes"
"16514","GAB1",17.3161,20.608,21.0345,16.9928,16.4419,13.579,2.90189,10.6109,-0.802941,0.00295,0.0364034,"yes"
"16524","EDNRA",0.679372,0.752227,0.0100054,0.20513,0.289635,0.836308,0.340253,57.5303,5.16295,5e-05,0.00164804,"yes"
"16528","DCLK2",83.3306,102.583,84.4349,137.778,91.5794,54.9454,18.1216,38.4298,-1.00699,0.00065,0.0127547,"yes"
"16541","LRAT",0.647627,2.60575,4.63724,4.49339,0.521043,0.854061,0.303946,0.0427353,-2.8465,5e-05,0.00164804,"yes"
"16544","GUCY1A3",0.37946,0.550266,0.0242668,0.34914,0.288027,0.647224,0.568613,9.82982,3.12056,5e-05,0.00164804,"yes"
"16545","GUCY1B3",6.17705,5.59458,2.84649,5.97179,6.25559,4.97008,10.6156,20.0696,1.02539,0.0033,0.039467,"yes"
"16564","MSMO1",63.7639,65.1907,117.351,57.4019,78.9728,98.1154,256.445,222.062,1.11012,0.00015,0.0041716,"yes"
"16570","CLCN3",61.5305,70.3401,65.7772,62.1296,50.0523,43.4261,19.75,22.7571,-0.933823,0.00065,0.0127547,"yes"
"16579","WDR17",6.31167,4.23269,3.94211,3.60223,2.81173,2.71925,1.30436,1.26205,-1.15956,0.0027,0.03424,"yes"
"16619","CPLX1",0.320937,0.467928,0.544436,0.756783,2.2166,6.36661,4.40418,1.60873,2.80395,0.00015,0.0041716,"yes"
"16625","SPON2",3.93614,3.05108,1.30942,1.04058,1.86525,19.2657,6.57035,5.86804,1.84608,0.0046,0.0496387,"yes"
"16695","LGI2",0.179067,0.152367,0.0637779,0.118253,0.233103,1.51288,1.78042,0.680514,3.03442,5e-05,0.00164804,"yes"
"16699","ARAP2",5.52205,7.28115,5.83444,6.5556,3.92545,3.06205,0.210337,1.42659,-1.54653,2e-04,0.00519897,"yes"
"16718","ATP8A1",1.3207,0.384995,0.289075,0.146363,1.1543,4.62423,5.27545,0.778941,2.46636,0.00065,0.0127547,"yes"
"16735","SGCB",55.4127,78.5548,60.7046,54.4969,46.8516,42.7056,19.0993,31.942,-0.825543,0.0021,0.0289352,"yes"
"16749","HOPX",19.4538,105.615,17.2556,29.5547,48.4805,327.558,6.94746,91.9759,1.46642,3e-04,0.00728523,"yes"
"16801","SCARB2",123.117,165.571,173.778,177.951,119.904,106.699,50.257,80.3795,-0.842121,0.00425,0.047036,"yes"
"16806","PAQR3",38.4673,50.3801,46.531,40.8062,34.0966,32.1411,18.5511,16.4842,-0.798839,0.00215,0.0293568,"yes"
"16809","ANTXR2",26.6504,50.9944,45.2206,41.6594,27.259,28.1405,4.81338,10.5522,-1.2172,9e-04,0.0159439,"yes"
"16811","RASGEF1B",0.560125,0.86351,0.863373,0.579827,1.83382,10.9157,1.69897,0.590368,2.39116,0.0011,0.0181879,"yes"
"16816","SCD5",129.204,251.237,237.589,272.091,136.966,134.278,35.0359,30.751,-1.40112,5e-05,0.00164804,"yes"
"16818","SEC31A",21.1371,22.9797,25.4138,21.4326,25.1875,23.3092,64.7075,76.3336,1.05913,7e-04,0.0134565,"yes"
"16836","SPARCL1",191.092,401.545,181.114,294.104,55.4332,82.0063,6.04641,70.1855,-2.32125,5e-05,0.00164804,"yes"
"16838","PPM1K",12.2411,18.252,10.2371,13.0043,9.2541,10.8371,5.46519,3.01155,-0.91145,0.0018,0.0261597,"yes"
"16878","DKK2",0.0668401,0.089038,0.0174464,0.0732626,0.209614,0.242753,0.056772,14.044,5.88309,5e-05,0.00164804,"yes"
"16889","PITX2",0.803505,0.471552,0.0716853,0.380963,0.0360279,0.0130224,0.0280166,0.117884,-3.14768,0.0044,0.0479939,"yes"
"16903","SEC24D",2.56399,4.02043,4.45907,4.55613,4.24,3.30544,17.313,24.5368,1.66286,5e-05,0.00164804,"yes"
"16929","SLC7A11",5.79156,3.43866,5.47636,2.75065,2.56788,1.81157,1.72097,2.27051,-1.06036,0.00205,0.0285059,"yes"
"16963","RNF175",1.47211,0.847422,1.87287,1.35706,4.62921,8.45686,10.995,4.18343,2.34857,9e-04,0.0159439,"yes"
"16964","SFRP2",16.6713,3.99994,24.0049,11.6982,32.4353,27.5058,157.366,58.5829,2.29098,5e-05,0.00164804,"yes"
"16969","MAP9",11.5286,15.9001,11.9824,8.90143,8.83301,9.75683,5.17216,4.64882,-0.765955,0.0039,0.0445643,"yes"
"16971","CTSO",19.817,15.1443,0.844085,4.48076,6.72333,7.38915,0.267373,2.20625,-1.28031,0.0018,0.0261597,"yes"
"16978","FSTL5",1.14622,0.390947,0.627665,0.144444,0.512282,2.16581,0.893686,19.1647,3.29949,5e-05,0.00164804,"yes"
"16998","SCRG1",209.017,293.47,300.103,313.377,247.649,96.6228,3.37036,47.6517,-1.4973,5e-05,0.00164804,"yes"
"17003","GPM6A",398.823,491.127,561.981,595.548,386.866,325.28,117.711,91.8346,-1.15149,0.00325,0.0390853,"yes"
"17019","CASP3",47.498,67.7309,54.4154,56.0842,37.2665,37.8512,32.5316,27.7066,-0.737831,0.0043,0.0474505,"yes"
"17021","ACSL1",0.523806,0.54719,0.754932,0.379608,1.47588,3.22312,3.78309,1.78488,2.21881,0.00015,0.0041716,"yes"
"17030","PDLIM3",5.23381,11.1656,5.89862,14.8287,8.56263,14.8972,31.5967,23.1774,1.07534,0.00115,0.0188702,"yes"
"17054","NKD2",1.91141,1.49175,0.607612,0.471993,4.91585,6.61913,12.5577,41.4381,3.86971,5e-05,0.00164804,"yes"
"17067","ADCY2",12.9137,30.9996,30.6179,29.8144,5.88796,16.1756,2.14426,1.91683,-1.99789,5e-05,0.00164804,"yes"
"17070","LOC100505806",0.698781,2.15886,1.66921,1.44745,2.43698,3.063,4.58067,14.845,2.06079,0.00405,0.0455557,"yes"
"17075","ANKRD33B",0.123615,0.204711,0.185925,0.0603933,0.205889,0.370965,1.28711,0.592732,2.09598,0.0022,0.0299046,"yes"
"17086","LOC643401",3.21434,2.54781,5.2143,0.3962,4.7368,6.81057,42.1314,4.56672,2.35658,0.00065,0.0127547,"yes"
"17091","SUB1",160.62,210.933,181.866,172.889,119.494,116.093,60.3886,73.7357,-0.974186,0.00095,0.0166349,"yes"
"17092","NPR3",0.0921487,0.26474,0.0898319,0.142136,0.0780046,0.144643,0.075057,11.3697,4.30842,5e-05,0.00164804,"yes"
"17096","RAI14",5.59192,8.49473,8.92458,6.18713,7.05235,16.3677,17.8783,27.0249,1.22649,5e-05,0.00164804,"yes"
"17099","DNAJC21",3.21081,3.26902,3.06188,2.14065,2.77202,2.66666,8.89767,12.0114,1.17335,0.00125,0.0198856,"yes"
"17103","SLC1A3",260.108,388.501,246.066,363.876,219.108,254.981,14.4199,35.5404,-1.26399,0.00195,0.0276232,"yes"
"17113","GHR",0.0654232,0.48789,1.5257,0.62248,0.0443433,0.107062,0.0268103,0.231236,-2.72199,0.00035,0.00815894,"yes"
"17125","FST",0.563272,0.721093,0.534901,0.689829,0.955452,2.05932,8.43516,65.8355,4.94496,5e-05,0.00164804,"yes"
"17134","IL31RA",0.107257,0.0287765,0.0329767,0.036947,0.0447998,0.119297,0.0365801,1.67015,3.18326,0.004,0.0452625,"yes"
"17146","RNF180",10.8685,15.2835,12.0767,16.1776,7.85368,2.15941,0.327716,0.916022,-2.27297,5e-05,0.00164804,"yes"
"17154","SREK1",9.80362,21.6334,11.941,9.7501,8.99445,8.27043,4.8117,6.83202,-0.877974,0.0021,0.0289352,"yes"
"17156","PIK3R1",26.6516,37.3398,33.5398,34.942,29.6974,18.1061,6.84335,6.03423,-1.12638,0.00015,0.0041716,"yes"
"17195","F2R",136.573,152.011,132.071,118.228,95.3461,108.718,35.2651,69.8621,-0.80147,0.0035,0.0412074,"yes"
"17196","F2RL1",40.1825,47.7868,18.6829,27.5173,25.5761,36.4773,4.11655,3.70193,-0.941271,0.0031,0.0378225,"yes"
"17201","PDE8B",3.85641,8.97277,1.83458,2.26248,1.1437,1.763,0.496652,0.877705,-1.98322,7e-04,0.0134565,"yes"
"17243","RGMB",29.1708,28.0358,27.3194,28.738,43.0631,62.5062,62.2271,29.5112,0.800757,0.0024,0.0314097,"yes"
"17262","APC",13.8368,18.5036,18.7311,15.0847,11.5759,17.2309,3.51936,4.07876,-0.861742,0.00335,0.0399072,"yes"
"17287","GRAMD3",18.4853,12.9824,5.07437,6.77804,4.33807,3.2372,0.288909,6.69914,-1.5727,3e-04,0.00728523,"yes"
"17291","MEGF10",28.676,26.003,30.9425,25.5341,26.3463,20.0802,7.63896,8.08287,-0.838791,0.00325,0.0390853,"yes"
"17331","TGFBI",0.10585,1.51872,0.15726,0.359108,0.9331,1.43651,0.061735,62.8636,4.93066,5e-05,0.00164804,"yes"
"17363","PCDHA1",44.506,43.0115,38.8355,44.4511,34.8234,41.3474,8.31238,11.8906,-0.82563,0.00455,0.0492748,"yes"
"17367","PCDHB4",0.495969,0.307508,0.251944,3.87742,0.518061,0.202015,0.158842,0.369737,-1.98204,0.00395,0.0449658,"yes"
"17414","ARHGEF37",3.52503,2.88687,0.987677,1.916,1.09773,1.23521,0.0495326,0.494347,-1.69517,0.00075,0.0141304,"yes"
"17457","CCNG1",23.4788,39.2701,46.4529,38.5082,35.968,38.3796,237.843,185.495,1.75247,5e-05,0.00164804,"yes"
"17459","MAT2B",24.6188,30.215,29.9213,24.027,30.9439,34.4273,83.1022,52.0047,0.882003,0.0021,0.0289352,"yes"
"17471","KCNIP1",8.03066,19.3086,9.29993,22.6483,3.13109,5.10649,1.30283,5.64455,-1.96509,0.00015,0.0041716,"yes"
"17486","CPEB4",10.3006,15.3477,15.936,15.9899,8.27623,9.95953,2.67257,3.61507,-1.23126,5e-05,0.00164804,"yes"
"17488","HMP19",8.9134,6.84437,7.13637,9.04855,31.2581,89.5859,7.13221,2.65765,2.03197,5e-05,0.00164804,"yes"
"17493","CPLX2",1.66122,1.28904,1.20896,0.769558,4.41285,23.214,20.7402,4.02815,3.41013,5e-05,0.00164804,"yes"
"17543","TPPP",22.3728,13.6426,14.0472,9.56684,9.92216,9.8829,7.05352,2.84715,-1.00528,0.00055,0.0113986,"yes"
"17547","SLC12A7",5.22501,4.65317,4.37389,4.6345,7.51959,5.83276,10.0166,11.7302,0.894077,0.0042,0.0466876,"yes"
"17567","C5orf49",34.6344,32.0201,40.683,24.9005,23.3129,22.6431,1.99626,2.06591,-1.40261,3e-04,0.00728523,"yes"
"17579","ANKH",0.357803,1.15599,1.78483,1.47883,0.72721,1.36838,2.82209,12.3887,1.85699,7e-04,0.0134565,"yes"
"17583","FAM134B",16.3328,18.2718,8.72434,9.53273,8.05445,7.90631,1.1412,2.89165,-1.40268,0.00045,0.00976765,"yes"
"17587","CDH18",2.38408,10.0075,4.13673,10.5607,4.01973,3.53257,0.736823,0.130871,-1.68581,0.00155,0.0234265,"yes"
"17589","CDH10",6.68444,9.12977,17.3101,13.0666,10.3197,2.97332,5.4969,2.16675,-1.1402,0.00125,0.0198856,"yes"
"17608","NADKD1",79.1421,104.497,99.9603,91.1508,72.314,83.3952,19.9046,24.3806,-0.905968,0.0013,0.0205514,"yes"
"17609","RANBP3L",4.75741,5.98498,9.47221,9.22817,5.56926,4.19658,0.0744939,0.714064,-1.48007,0.00315,0.0381556,"yes"
"17620","DAB2",0.16025,0.24091,0.345614,0.301296,0.396324,0.422754,0.75073,9.08243,3.34535,5e-05,0.00164804,"yes"
"17623","LOC100506548",32.6795,38.2003,36.5141,34.7701,40.3124,36.0951,127.361,70.3049,0.947004,0.00245,0.0318164,"yes"
"17630","SEPP1",15.0301,61.8911,45.7486,47.0627,33.8363,33.5055,1.08939,2.61765,-1.25638,0.00145,0.0223619,"yes"
"17642","EMB",0.111136,0.156732,0.127761,0.0166363,0.22432,0.462668,1.18975,4.08615,3.85436,0.00085,0.0154192,"yes"
"17663","PLK2",4.17887,5.0009,4.77233,5.17433,6.07526,11.7877,54.0728,66.764,2.85833,5e-05,0.00164804,"yes"
"17703","OTP",0.367958,0.158094,0.30885,2.60653,0.208169,0.968025,33.4367,5.91575,3.55786,0.00055,0.0113986,"yes"
"17711","SERINC5",38.6829,41.9274,36.3757,24.8731,23.0928,13.7466,4.31207,3.10994,-1.68034,5e-05,0.00164804,"yes"
"17724","EDIL3",7.17275,3.86165,4.79986,2.91863,7.65637,13.4637,6.30514,12.7236,1.09824,0.00345,0.0407774,"yes"
"17746","LIX1",40.704,53.6529,37.3079,55.5263,27.6991,28.0272,5.35621,4.9084,-1.50417,5e-05,0.00164804,"yes"
"17756","EFNA5",0.364658,0.66852,0.617564,0.143668,0.478552,0.743426,8.76449,4.36684,2.9998,5e-05,0.00164804,"yes"
"17762","NREP",102.667,151.654,159.799,169.078,239.502,444.902,317.327,356.961,1.22016,5e-05,0.00164804,"yes"
"17772","CDO1",108.378,125.865,180.774,172.212,106.025,142.841,53.994,23.2336,-0.848636,0.0013,0.0205514,"yes"
"17776","LOX",11.7493,8.55527,13.3857,6.46893,9.66281,4.78048,6.62227,62.484,1.0569,0.0042,0.0466876,"yes"
"17785","FBN2",1.40924,0.738103,0.758001,0.670361,0.965408,0.635718,3.19597,39.8245,3.64144,5e-05,0.00164804,"yes"
"17791","P4HA2",1.89937,2.78409,1.36005,2.44779,4.08735,4.10244,12.9157,61.8778,3.28876,5e-05,0.00164804,"yes"
"17830","NME5",27.2793,35.1187,25.2315,20.2049,16.7228,20.6982,0.516032,0.715218,-1.48019,0.00135,0.0212089,"yes"
"17867","FGF1",52.8054,53.6676,54.5576,74.2784,32.2218,27.9882,0.0776169,2.93218,-1.89611,5e-05,0.00164804,"yes"
"17869","NR3C1",5.84987,9.45432,5.46674,6.79259,2.63752,5.80003,1.0811,3.18471,-1.11755,0.0017,0.0251903,"yes"
"17876","PPP2R2B",30.8498,58.7933,43.5947,43.4722,25.2279,51.3007,9.63362,4.94959,-0.955673,0.00375,0.0432752,"yes"
"17889","PDGFRB",11.0892,7.32928,9.31486,14.944,17.6167,5.077,6.99285,50.5033,0.909948,0.0033,0.039467,"yes"
"17899","ANXA6",123.467,101.277,127.141,103.213,98.1345,60.1434,14.746,69.8796,-0.905793,0.0013,0.0205514,"yes"
"17949","DUSP1",3.99069,3.65274,4.46005,4.62016,8.53568,10.8492,20.3907,12.1338,1.6341,6e-04,0.0121356,"yes"
"17953","BOD1",34.2639,34.5112,33.8044,38.0562,39.8925,47.0467,94.3223,66.5021,0.817001,0.00195,0.0276232,"yes"
"17961","RNF44",16.3054,10.9752,10.1624,10.9335,14.4053,15.1045,30.219,27.6203,0.852487,0.00285,0.035605,"yes"
"17962","GPRIN1",6.04804,3.95696,3.89238,4.51306,11.2657,17.7155,6.55289,3.71765,1.09223,0.00105,0.0176701,"yes"
"17974","PDLIM7",43.5278,42.2345,56.7502,43.0325,55.9503,42.7276,121.217,130.466,0.917072,0.0037,0.0429274,"yes"
"17997","RNF130",54.2968,48.2399,63.8706,49.2801,69.1969,49.5639,121.826,129.676,0.779606,0.00295,0.0364034,"yes"
"18062","GMPR",33.0147,22.7082,11.2246,10.7112,9.84766,12.6787,0.350622,1.96392,-1.64443,0.00045,0.00976765,"yes"
"18173","TUBB",249.157,235.816,429.289,322.788,379.958,527.65,1052.17,874.374,1.19601,0.00375,0.0432752,"yes"
"18185","MICA",2.14208,2.85765,1.60995,0.750419,3.32862,3.42494,11.9306,7.75085,1.84465,0.00375,0.0432752,"yes"
"18193","LST1",0.161114,0.13765,0.232345,0.424637,1.08313,1.41348,0.640045,0.798214,2.04162,0.00365,0.042543,"yes"
"18239","PHF1",16.6872,14.192,16.4709,21.8906,19.3267,18.8078,67.3731,34.4035,1.01482,9e-04,0.0159439,"yes"
"18244","HMGA1",45.015,52.5428,70.9081,58.2122,91.1052,74.5823,314.606,194.462,1.57372,5e-05,0.00164804,"yes"
"18245","PACSIN1",0.0604831,0.111231,0.0831863,0.129933,0.172669,0.497435,0.871745,0.274155,2.23846,0.00435,0.0476892,"yes"
"18249","SCUBE3",0.349308,0.411866,0.34118,0.209199,0.388418,0.819477,5.43415,2.28563,2.76701,0.00035,0.00815894,"yes"
"18252","PPARD",23.2508,23.499,25.1434,32.6362,21.6763,11.354,7.66441,11.767,-0.994572,8e-04,0.01476,"yes"
"18265","CDKN1A",44.0766,76.2107,57.653,77.3131,85.6764,80.0008,489.141,1109,2.7887,5e-05,0.00164804,"yes"
"18270","PIM1",1.90333,1.31183,2.77966,2.65032,2.87701,4.91655,17.5738,20.8409,2.41819,1e-04,0.00299584,"yes"
"18285","FOXP4",1.45722,2.14414,2.07417,2.1204,2.57838,3.21074,35.3036,11.9752,2.76705,5e-05,0.00164804,"yes"
"18322","TMEM151B",3.88657,3.74145,3.80016,6.24392,11.262,12.7234,8.42796,4.06105,1.04541,0.00405,0.0455557,"yes"
"18340","TFAP2B",0.489961,3.17681,0.857693,8.90279,0.57209,0.990502,1.28385,0.486065,-2.01049,1e-04,0.00299584,"yes"
"18344","PAQR8",17.3369,18.4361,15.0434,24.5901,13.559,9.91299,4.33432,6.51133,-1.13574,0.00025,0.00629326,"yes"
"18345","EFHC1",13.5983,12.0113,12.4877,10.8067,10.5339,8.07921,4.04693,4.7861,-0.833348,0.00405,0.0455557,"yes"
"18357","BEND6",2.8129,7.4901,5.34101,10.4216,2.12697,1.56309,0.106405,1.18599,-2.38722,0.00075,0.0141304,"yes"
"18366","BAI3",16.5296,16.2039,22.3373,18.5526,18.4356,12.8807,3.49514,4.10901,-0.919635,0.0015,0.0228535,"yes"
"18371","OGFRL1",12.8045,21.7887,21.0389,20.6158,7.87857,12.9911,4.32626,12.5187,-1.01557,0.0036,0.04209,"yes"
"18394","NT5E",0.216239,0.56378,0.793205,0.507167,0.862192,0.768642,0.248422,15.8445,3.09076,1e-04,0.00299584,"yes"
"18422","GRIK2",21.2461,26.8757,24.8443,24.6808,7.25718,6.00538,1.6459,1.21016,-2.59884,5e-05,0.00164804,"yes"
"18423","LIN28B",1.49521,0.964955,0.689224,0.605343,1.54011,1.56477,6.27997,1.85733,1.58214,0.0034,0.040344,"yes"
"18454","DSE",1.93747,1.90852,2.13746,2.33968,2.39422,1.9491,4.31795,12.2841,1.33143,0.0024,0.0314097,"yes"
"18459","RSPH4A",18.0452,17.4464,17.6655,11.2359,10.8709,10.6701,0.380126,0.226366,-1.53976,1e-04,0.00299584,"yes"
"18470","GJA1",270.816,480.685,425.442,334.272,149.564,278.959,18.6735,183.357,-1.26102,0.00045,0.00976765,"yes"
"18480","HEY2",27.6807,38.5005,34.3402,43.7368,30.354,24.9577,1.06337,13.4229,-1.0474,5e-04,0.0105649,"yes"
"18488","LAMA2",0.893862,0.423468,0.239811,0.138841,0.219067,0.306922,0.103074,5.73053,1.90681,9e-04,0.0159439,"yes"
"18505","EYA4",8.17161,4.80191,2.33764,6.33303,0.348425,0.341729,0.660549,1.16316,-3.106,5e-05,0.00164804,"yes"
"18521","ABRACL",6.5201,8.8206,5.29006,10.5055,14.9999,19.4557,43.1742,39.4259,1.91053,0.00065,0.0127547,"yes"
"18528","AIG1",25.5977,29.4734,30.0188,23.3171,19.6824,18.1547,7.03715,8.44698,-1.02368,0.00325,0.0390853,"yes"
"18540","SAMD5",0.146226,0.308035,0.100013,0.110902,0.407195,2.15806,0.616789,4.47704,3.52536,5e-05,0.00164804,"yes"
"18556","CCDC170",5.62809,4.3695,4.24985,3.63273,2.45748,2.30826,0.13712,0.459259,-1.73749,1e-04,0.00299584,"yes"
"18565","ZDHHC14",15.2058,16.555,11.0581,15.6879,8.36993,10.6828,1.45954,1.65906,-1.39991,0.00155,0.0234265,"yes"
"18598","SMOC2",0.227943,0.112624,2.64256,0.194876,0.322812,0.31154,1.97233,42.4758,3.82637,3e-04,0.00728523,"yes"
"18614","SERPINB9",0.366427,0.120597,0.21078,0.166192,0.419648,0.243678,2.20629,1.08949,2.19608,0.00225,0.0301775,"yes"
"18617","TUBB2A",79.408,75.294,78.6492,77.5123,90.0151,160.295,164.842,122.205,0.789598,0.00295,0.0364034,"yes"
"18618","LOC100507194",0.671061,1.52241,1.94334,1.69352,2.20551,3.80888,14.5466,11.4689,2.45777,3e-04,0.00728523,"yes"
"18627","NRN1",0.305889,2.20029,0.150915,0.189306,1.84526,16.7844,4.47921,3.83266,3.24262,0.00075,0.0141304,"yes"
"18640","ELOVL2",28.7436,36.4932,26.0447,37.752,22.1647,31.244,8.86304,4.31528,-0.954432,0.0012,0.0194169,"yes"
"18642","NEDD9",2.49522,3.55502,3.90512,2.72752,3.9882,4.22977,2.93356,22.3117,1.39969,2e-04,0.00519897,"yes"
"18650","ATXN1",9.84415,10.517,10.4343,7.82126,8.11226,7.44021,1.84928,4.94968,-0.788859,0.00405,0.0455557,"yes"
"18738","PPP1R18",10.3762,12.1892,11.8395,12.9864,15.5953,14.3887,40.5048,33.3185,1.13122,0.00015,0.0041716,"yes"
"18739","NRM",10.9292,9.1538,20.2548,15.6463,15.1257,12.7194,69.3146,38.14,1.27307,0.0019,0.0271436,"yes"
"18742","IER3",5.37936,3.87525,3.16657,2.68245,6.04782,5.50071,5.55537,44.0486,2.01751,0.00035,0.00815894,"yes"
"18750","HLA-C",67.9399,23.2482,60.8142,167.828,63.2342,20.0715,30.5072,35.7114,-1.09692,0.00025,0.00629326,"yes"
"18786","PBX2",27.0263,25.2391,25.2154,23.0903,25.034,28.3658,113.168,70.8883,1.23945,5e-05,0.00164804,"yes"
"18814","IP6K3",0.102222,0.0672722,0.0190626,0.0112613,0.0547703,0.0286562,1.4722,2.28438,4.26435,0.00045,0.00976765,"yes"
"18826","TEAD3",10.072,8.42735,8.55196,9.59239,11.9223,8.13482,28.778,26.5247,1.04023,0.00045,0.00976765,"yes"
"18828","FKBP5",1.30926,0.793106,4.08334,0.736222,1.45325,2.26002,8.29117,9.27333,1.6201,0.0012,0.0194169,"yes"
"18831","SRPK1",5.81019,8.22182,8.24871,8.03254,10.0796,13.2482,19.3888,16.6354,0.96935,0.00095,0.0166349,"yes"
"18878","CUL7",7.96911,5.79728,7.15998,5.74551,9.69247,7.71667,20.0726,23.5888,1.19516,5e-05,0.00164804,"yes"
"18903","TNFRSF21",27.7113,19.1686,14.3846,23.6685,12.1107,16.9275,6.37582,9.08405,-0.932583,0.0015,0.0228535,"yes"
"18936","DST",12.4485,11.4947,15.4503,9.34194,9.05933,10.3395,3.07117,3.98731,-0.881305,0.0012,0.0194169,"yes"
"18957","COL12A1",0.105216,0.216907,0.0384045,0.0478118,0.248016,0.843685,0.0381205,50.5634,6.98406,5e-05,0.00164804,"yes"
"18991","RRAGD",54.227,67.962,63.3195,51.8211,38.3725,39.9459,12.8784,13.2297,-1.1844,5e-05,0.00164804,"yes"
"19024","SESN1",6.97339,11.9645,9.58205,7.76041,8.39145,10.8913,36.1496,41.2209,1.41363,5e-05,0.00164804,"yes"
"19036","REV3L",5.58773,9.71269,13.0975,9.72319,5.17913,6.71043,3.00028,4.84298,-0.949992,8e-04,0.01476,"yes"
"19042","HDAC2",17.4295,26.7652,27.1863,21.8044,27.0788,39.6723,51.9964,46.0535,0.822549,0.0018,0.0261597,"yes"
